CCS,Adduct,SMILES
195.01,[M+H]+,O=C(c1n[nH]c(c1)c1ccco1)NCc1ccc(nc1)N1CCOCC1
187.34,[M+Na]+,COc1cc(ccc1OC(F)F)CN1C(=O)NC2(C1=O)CCc1c2cccc1
189.12,[M-H]-,CC(c1nc2ccccc2c(=O)[nH]1)Sc1nnc(n1C1CC1)c1cccs1
192.29,[M+Na]+,O=C(c1ccc2c(c1)OCO2)CN1C(=O)NC(C1=O)(C)c1ccccc1
211.73,[M+Na]+,CC1CCN(CC1)c1ccc(cc1)NC(=O)CN(Cc1ccco1)Cc1ccco1
167.7666667,[M+H]+,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)C=C[C@]34C
122.6026978,[M-H]-,C1=C(C(=O)NC(=O)N1)CO
197.94,[M-H]-,O=C(Nc1ccc2c(c1)cccc2)CNc1ccccc1C(=O)NCc1ccco1
215.56,[M-H]-,O=C(N1CCN(CC1)C(=O)c1cccs1)CSc1nnc(n1Cc1ccccc1)C1CC1
201.07,[M+H]+,Clc1ccc2c(c1)nc(n2Cc1ccccc1)CN1C(=O)c2c(S1(=O)=O)cccc2
199.81,[M-H]-,O=C(NC1CC1)CN1CCN(CC1)c1nc(nc2c1c(C)c(s2)C)c1cccnc1
189.88,[M-H]-,CC(N(C(=O)CN1C(=O)NC(C1=O)(C)c1cc2c(o1)cccc2)C(C)C)C
196.63,[M+H]+,Clc1ccccc1n1c(SCc2onc(n2)c2ccccc2)nnc1N1CCCC1
192.68,[M+Na]+,Cc1cc(Cl)c(c(c1Cl)S(=O)(=O)Nc1ccc2c(c1)[nH]nc2)C
191.15,[M+Na]+,COc1ccc(c(c1)NC(=O)CN1C(=O)NC2(C1=O)CCCC2)OC
198.56,[M-H]-,O=C(Nc1ccc(cc1)S(=O)(=O)C)CNc1ccccc1c1ccccc1
206.25,[M-H]-,O=C(NC(c1cccc(c1)Cl)C)CN1CCN(CC1)c1ccc(cc1)F
178.74,[M+Na]+,CC(=O)Nc1ccc(cc1)OS(=O)(=O)c1ccccc1c1ccccc1
198.38,[M+Na]+,COc1cc2c(cc1OC)CCN(C2c1ccccc1)C(=O)COC(=O)C1CC1
182.51,[M+Na]+,COc1ccccc1CNC(=O)c1cc(C)cc(c1)C
188.18,[M+Na]+,O=C(Nc1ccc(cc1)C)CN(S(=O)(=O)C)C1CCCCC1
209.34,[M-H]-,O=C(c1cccc(c1)S(=O)(=O)Nc1ccc2c(c1)OCO2)Nc1ccccc1N1CCOCC1
210.65,[M+Na]+,O=C(c1cc(Cl)c2c(c1)OCCO2)N1CCC(CC1)C(=O)N1CCCCCC1
188.84,[M-H]-,O=C1CCCN1c1ccccc1NC(=O)c1csc(n1)c1cccs1
180.06,[M+Na]+,NC(=O)CCN(c1ccccc1)C(=O)Cc1cccc(c1)C(F)(F)F
176.22,[M+H]+,COc1cccc(c1)CN(CC(=O)Nc1cccc(c1)Cl)C
197.82,[M-H]-,COc1cc(OC)cc(c1)C(=O)NCc1ccc(cc1)C(=O)N(C)C
197.53,[M+H]+,CCn1c2ccc(cc2[nH]c(=O)c1=O)C(=O)N(C1CC1)Cc1c(F)cccc1Cl
195.21,[M+H]+,O=C(c1cc(nc2c1c(C)no2)c1ccco1)N(C1CCCC1)C1CCCC1
283.0,[M+H]+,[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCC/C=C\CCCCCCCC
199.24,[M+Na]+,COC(=O)c1ccc(cc1)NC(=O)C1(CCCC1)CC(=O)NC(C)C
189.63,[M+H]+,COc1ccc(cc1)S(=O)(=O)N1CCCC(C1)C(=O)NCCC(C)C
172.76,[M-H]-,Fc1ccc(c(c1)C1(C)NC(=O)N(C1=O)Cc1ccccc1F)F
194.46,[M+Na]+,OCc1cc(F)cc(c1OCC(=O)Nc1ccc(cc1)OC(F)F)CO
188.29,[M+Na]+,O=C(NC1CCCCCC1)COC(=O)c1ccc(cc1)C
200.37,[M+Na]+,COc1cc(ccc1OCc1c(C)noc1C)C(=O)N1CCSC1=NCCc1ccccc1
190.95,[M+H]+,NC(=O)CSc1ccccc1NC(=O)c1ccc(cc1)c1ccccc1
192.99,[M+H]+,CC1CCc2c(C1)sc1c2c(c2ccco2)c(c(n1)C)C(=O)N1CCOCC1
179.98,[M-H]-,Cc1cccc(c1)C(=O)Nc1ccccc1C(=O)OCc1onc(c1)C
218.02,[M+Na]+,O=C(c1cc(c(cc1Cl)Cl)S(=O)(=O)N1CCOCC1)NC1CCCC(C1)C(F)(F)F
186.12,[M+H]+,CCC1(NC(=O)N(C1=O)CC(=O)NC(C(C)C)C)c1ccc(cc1)F
196.02,[M+Na]+,O=C(N(C1=CCCCC1)Cc1ccco1)Cn1nnn(c1=O)c1ccccc1
182.96,[M-H]-,CCCNC(=O)C(Sc1nnnn1CCc1cccs1)C
225.56,[M+Na]+,COc1cn(nc1C(=O)N1CCN(CC1)S(=O)(=O)c1ccc2c(c1)OCCCO2)c1ccccc1
172.89,[M+H]+,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1ccccc1
303.93,[M+Na]+,CC=CCC=CCC=CCC=CCC=CCC=CCC(=O)OCC(COC(=O)CC=CCC=CCC=CCC=CCCC)OC(=O)CC=CCC=CCC=CCC=CCCC
217.38,[M-H]-,O=C1CCCN1Cc1ccc(cc1)C(=O)NC(c1ccccc1)CN1CCOCC1
144.1,[M+Na]+,C(CCCC(=O)[O-])CCC(=O)[O-]
229.14,[M+H]+,CCn1c(CSc2nnc(o2)C2CCCCC2)nc2c1ccc(c2)S(=O)(=O)N1CCOCC1
176.9,[M+H]+,CCC(C(=O)Nc1noc(c1)C)Sc1ncnc2c1cccc2
210.5,[M+H]+,O=C(CN1C(=O)NC(C1=O)(C)c1ccc2c(c1)cccc2)NC1CCCC(C1C)C
214.81,[M+H]+,Clc1cccc(c1)n1c(SCC(=O)N(Cc2nc3c(s2)cccc3)C)nnc1N1CCCC1
182.16,[M+Na]+,O=C(C(OC(=O)c1n[nH]c(=O)c2c1cccc2)C)N1CCCC1
213.96,[M+H]+,O=C(NC(c1ccc(cc1)c1ccccc1)C)CN1CCN(CC1)c1ncccn1
161.97,[M+H]+,C#CCNC(=O)c1cc2c(s1)c1ccccc1OC2
131.9,[M+Na]+,C(C(C(=O)O)(N)[H])C(=N)O
178.09,[M+Na]+,CC(Cc1ccccc1)NC(=O)C1CCC(C1(C)C)(C)C(=O)O
215.77,[M+Na]+,CCOC(=O)C=c1sc(=Cc2ccccc2OC)c(=O)n1CC(=O)N1CCOCC1
175.45,[M+H]+,O=C(C1CC(=O)N(C1)C1CC1)Nc1ccc(cc1)C(=O)C
197.28,[M+Na]+,O=C([C@@H](N1C(=O)c2c(C1=O)cccc2)Cc1ccccc1)NCc1ccc(cc1)F
143.42,[M+H]+,CC(NC)C(C1=CC=CC(C)=C1)=O
202.36,[M-H]-,COc1ccc(cc1)N1CCN(CC1)CCS(=O)(=O)c1cc(Cl)ccc1Cl
170.05,[M-H]-,CC(C(=O)Nc1ccc(cc1)C#N)N1CCCCCC1
208.64,[M+H]+,O=C(N1CCC(CC1)C(=O)N1CCCCC1)COc1ccc(cc1Cl)c1ccccc1
217.09,[M+Na]+,COc1ccc(cc1)C(c1ccc(cc1)OC)OCC(CN(C1CCCCC1)C)O
168.66,[M-H]-,OCc1ccc(cc1)C(=O)Nc1cccc(c1)C(=O)C
207.52,[M+Na]+,O=C1CCCN1Cc1ccc(cc1)c1ccccc1CNC(=O)c1cccc(c1Cl)Cl
209.27,[M+H]+,Fc1ccc(cc1)C(=O)N1CCC(CC1)C(=O)N1CCN(CC1)S(=O)(=O)c1cc(Cl)ccc1Cl
180.92,[M+H]+,CCc1ccccc1NC(=O)CN(C(=O)CN1CCc2c1cccc2)C
165.69,[M+Na]+,C=CCSc1n[nH]c(=O)n1Cc1ccccc1
179.98,[M+H]+,CN(Cc1ccc2c(c1)cccc2)CC(=O)Nc1c(C)n[nH]c1C
165.1,[M+H]+,Cc1ccc(nc1)NS(=O)(=O)c1cccc(c1Cl)Cl
191.59,[M-H]-,Clc1ccc(cn1)C(=O)Nc1ccc(cc1)S(=O)(=O)N1CCCCC1
193.46,[M+Na]+,CC(Cc1ccc(cc1)C(NC(=O)c1ccc2c(c1)OCO2)C)C
195.39,[M+H]+,O=C(CN1C(=O)NC2(C1=O)CCOc1c2cccc1)NCCc1c[nH]c2c1cccc2
171.99,[M+Na]+,O=C(NC(c1ccc(cc1)Cl)C)CNC(=O)Cc1ccccc1
175.81,[M+H]+,Fc1ccccc1S(=O)(=O)N(Cc1ccccc1N1CCOCC1)C
183.28,[M-H]-,CCN(C(=O)CSc1nnc(o1)c1ccc2c(c1)OCO2)CC
187.26,[M+H]+,O=C(C1CCCN1S(=O)(=O)c1ccc(cc1)C)Nc1c(C)cccc1C
166.92,[M+H]+,Fc1c(F)cccc1Cn1nc(C(=O)O)c2c(c1=O)cccc2
203.53,[M-H]-,O=C(Cn1cnc2c1c(=O)n(C)c(=O)n2C)Nc1ccc(cc1)c1ccccc1
176.34,[M+H]+,O=C(Nc1cc(Cl)ccc1Cl)CSc1nnc(s1)N
214.18,[M+H]+,CC(c1ccc(cc1)n1nnnc1SCC(=O)N1CCCC1c1ccc2c(c1)OCCO2)C
156.96,[M+H]+,CCN1C(=O)C(=O)N(C1=O)CC(=O)N1CCCC1
195.45,[M+H]+,COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC
228.02,[M+Na]+,O=C(c1ccc2c(c1)scn2)Nc1cc(ccc1N1CCOCC1)S(=O)(=O)N1CCOCC1
124.5035395,[M+H]+,C1=CC(=CN=C1)C(=O)N
211.99,[M+Na]+,O=C(c1ccc(=O)n(n1)Cc1ccccc1)NCc1ccc(nc1)N1CCOCC1
188.74,[M+H]+,Cc1ccc(c(c1)Cl)S(=O)(=O)N1CCC(CC1)NS(=O)(=O)c1cccs1
206.58,[M-H]-,N#Cc1c(NC(=O)CN2CCCC2c2nc3c(s2)cccc3)n(c(c1C)C)Cc1ccco1
166.94,[M+H]+,S=c1n(CN2CCC(CC2)Cc2ccccc2)nc(n1C1CC1)c1ccncc1
159.02,[M-H]-,S=c1[nH]cccc1C(=O)Nn1cnc2c1cccc2
173.42,[M+H]+,COc1cc(ccc1OC)C1(C)NC(=O)N(C1=O)Cc1onc(c1)C
257.91,[M+Na]+,C[N+](C)(C)CCOP(OC[C@]([H])(O)COC(CC=CCC=CCC=CCC=CCC=CCC=CCCCCCCC)=O)(=O)O
208.4,[M+Na]+,COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC
207.56,[M+Na]+,Clc1ccc(cc1)c1noc(n1)C1CC(=O)N(C1)c1ccc2c(c1)OCCO2	
219.55,[M+Na]+,CCOc1cc(ccc1OCC(=O)N1CCCCC1)C(=O)N(Cc1ccc2c(c1)OCO2)C
185.25,[M-H]-,O=C(Nc1ccccc1C(F)(F)F)COc1ccccc1c1ccccc1
187.81,[M+H]+,CCN(C(=O)CSc1nnc([nH]1)c1ccc(cc1)Br)CC
185.67,[M+H]+,Clc1ccc(c(c1)Cl)C(=O)CN1C(=O)NC(C1=O)(C)c1ccccc1
156.52,[M-H]-,O=S(NC1=CC=CC=N1)(C(C=C2)=CC=C2N)=O
190.03,[M+H]+,COc1ccc(cc1O)C1Nc2ccccc2C(=O)N1CC1CCCO1
216.32,[M+H]+,O=C(c1cccc(c1)S(=O)(=O)N1CCc2c1cccc2)Nc1c(C)n(n(c1=O)c1ccccc1)C
231.83,[M-H]-,O=C(N1CCC(CC1)C(=O)N1CCCCCC1)Cn1cnc2c(c1=O)c(cs2)c1cccs1
208.25,[M+Na]+,Cc1ccc(cc1)S(=O)(=O)N1CCCCC1C(=O)Nc1ccccc1C(=O)NC1CC1
194.13,[M-H]-,COCCn1c(=O)[nH]c(=O)c(c1N)C(=O)CN1CCCc2c1ccc(c2)C
203.47,[M+Na]+,COc1ccc(cc1)C1=NN(C(C1)c1ccco1)C(=O)Cn1cnc2c(c1=O)cccc2
178.57,[M-H]-,NC(=O)Cn1c(CSc2nnc(o2)C2CC2)nc2c(c1=O)cccc2
199.74,[M-H]-,COc1ccc(cc1)C(N1CCCC1)CNC(=O)Cc1c[nH]c2c1cccc2
188.96,[M+H]+,N#Cc1ccc(cc1)COC(=O)c1sc2c(c1Cl)cccc2
302.2,[M-H]-,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
182.81,[M+H]+,CCCn1ccnc1SCC(=O)NC(=O)NCCC(C)C
209.15,[M-H]-,COc1cc(N)c(cc1C(=O)OCC(=O)NC12CC3CC(C2)CC(C1)C3)Cl
166.35,[M+Na]+,Fc1ccc(cc1)C(NC(=O)c1cccnc1S)C
174.92,[M+H]+,CCN1CCN(CC1)C(=O)c1cc2cccc(c2oc1=O)OC
195.45,[M-H]-,O=C(c1ccccc1OCc1noc(c1)c1ccco1)NCc1ccccc1
190.31,[M+H]+,O=C(Nc1c(C)cccc1C)CN1CCN(CC1)CC=Cc1ccccc1
193.41,[M+H]+,O=C(N1CCc2c1cccc2)CSc1nnc(n1C1CC1)c1ccccc1F
185.93,[M-H]-,Clc1cnc(c(c1)Cl)NC(=O)C(OC(=O)c1sc2c(c1)CCC2)C
221.8,[M-H]-,CC(c1ccccc1)NC(=O)c1ccc(c(c1)S(=O)(=O)N(c1c(=O)n(n(c1C)C)c1ccccc1)C)Cl
216.66,[M+H]+,COc1ccc(cc1S(=O)(=O)N1CCOCC1)CC(=O)Nc1c2CCCc2nn1c1ccccc1
200.9,[M+H]+,COc1ccc(cc1)n1c(SCC(=O)Nc2ccccc2C)nc2c1cccc2
217.98,[M+H]+,O=C(CN1CCN(CC1)C(=O)c1cn(nc1c1ccccc1C)c1ccccc1)NC1CC1
231.68,[M-H]-,O=C(Nc1ccc(cc1)N1CCCCC1)CCC(=O)N1CCN(CC1)S(=O)(=O)c1ccccc1
163.01,[M+H]+,Cc1ccc2c(c1)CCCN2C(=O)CCc1ccco1
219.17,[M-H]-,CCN(C(=O)c1ccc(cc1)NC(=O)CNC(c1cccc2c1cccc2)C)CC
184.85,[M+H]+,COc1ccc(cc1)C(=O)NCc1cc(OC)c(c(c1)OC)OC
210.21,[M+H]+,COc1ccc(cc1C1CCCN1C(=O)C1CCN(CC1)S(=O)(=O)c1ccc(cc1)F)OC
191.23,[M-H]-,O=C(Nc1noc(c1)C)COC(=O)c1nn(C(C)C)c(=O)c2c1cccc2
185.34,[M-H]-,CCCNC(=O)NC(=O)CSc1[nH]c2c(n1)ccc(c2)OCC
179.82,[M-H]-,CC(CNC(=O)COC(=O)C1c2ccccc2Oc2c1cccc2)C
198.82,[M-H]-,CCCOc1ccc(cc1)C(=O)Nc1ccc(cc1)NC(=O)C1CC1
177.43,[M+Na]+,CC(=O)NC(C(=O)Nc1ccc(cc1C)Cl)C(C)C
182.1,[M+H]+,CC(N(C(C)C)CC[C@@H](C1=CC(C)=CC=C1O)C2=CC=CC=C2)C
124.35,[M-H]-,C1CC(=O)N[C@@H]1C(=O)O
186.74,[M-H]-,O=C(Nc1ncc(cc1Cl)C(F)(F)F)COC(=O)c1ccc(cc1N)Cl
303.8,[M+H]+,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
294.1,[M+H]+,[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O
183.46,[M+H]+,O=C(Nc1ccccc1)CCN(Cc1cccs1)CC1CCCO1
212.72,[M+H]+,O=C(Nc1scc(n1)c1ccc(cc1)CNC(=O)C)COc1ccccc1c1ccccc1
164.79,[M+H]+,O=C(C(Oc1ccc(cc1)C)C)NCc1ccco1
174.59,[M+H]+,COc1ccc(cc1)CNC(=O)c1cc(OC)ccc1OC
189.23,[M-H]-,COc1ccc(cc1)c1nn(c(=S)n1CC1CCCO1)CN1CC(C)OC(C1)C
162.1,[M+H]+,CNS(=O)(CC1=CC2=C(C=C1)NC=C2CCN(C)C)=O
227.16,[M+Na]+,O=C(CN(C(=O)c1ccc2c(c1)CC(OC2=O)c1ccccc1)C)Nc1ccc(cc1)Cl
197.21,[M+H]+,O=C(N(C)C)Cn1c(=O)n(Cc2ccccc2)c2c(c1=O)n(cn2)C1CCCC1
195.23,[M+H]+,O=C(c1ccccc1C(=O)c1ccc2c(c1)OCCO2)NC1CCCCC1
199.46,[M+Na]+,CCC1(NC(=O)N(C1=O)CC(=O)N(C1CCC(CC1)C)C)c1ccccc1
185.49,[M-H]-,COc1ccccc1CCC(=O)Nc1ccc2c(c1)OCCCO2
202.19,[M+H]+,COc1ccccc1n1c(SCC(=O)N(Cc2sccc2C)C)nnc1N1CCCCC1
198.51,[M-H]-,CCN(C(=O)CN(c1cc(C)nc(n1)N(CC(=O)N(CC)CC)C)C)CC
202.96,[M+H]+,O=C(C1CCN(CC1)S(=O)(=O)c1c(C)noc1C)N(Cc1cccs1)CCc1cccs1
172.0,[M+H]+,OC1CCCN(C1)C(=O)c1ccc(cc1)c1ccccc1
189.86,[M+H]+,CCc1cc(=O)oc2c1ccc(c2)OCC(=O)N1CCc2c1cccc2
180.89,[M+H]+,Fc1ccc(cc1)c1noc(n1)CSc1nnc(o1)c1ccoc1C
248.1,[M+H]+,N[C@@H](C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)O
184.41,[M+H]+,OCCSc1nc2sc(c(c2c(=O)n1c1ccc(cc1)Cl)C)C
276.45,[M+H]+,C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O
186.34,[M+Na]+,O=C(Cn1c(Cl)nc2c1c(=O)n(C)c(=O)n2C)NCCc1c[nH]c2c1cccc2
198.09,[M+H]+,CNC(=O)c1ccc(cc1)CN(C(=O)Cn1cnc2c(c1=O)c(cs2)c1cccs1)C
194.21,[M+Na]+,Fc1ccc(cc1)CCC(=O)N1CCC(CC1)C(=O)c1ccc2c(c1)OCCO2
179.23,[M-H]-,COCCCNC(=O)CN(CC(=O)Nc1ccccc1CC)C
190.96,[M-H]-,OCCNc1nc2c(n1Cc1noc(c1)c1cccs1)cccc2
193.33,[M-H]-,O=c1[nH]c(CN2CCC(CC2)OCc2ccccc2)nc2c1scc2
193.98,[M+H]+,COc1cc(CC(=O)NCC(=O)Nc2c(C)cccc2C)c(cc1OC)Br
174.88,[M+H]+,Cc1ncc(nc1)C(=O)OCC(=O)N1C(C)Cc2c1cccc2
196.06,[M-H]-,Fc1ccc(cc1)n1nc(nc1C)C(=O)N(Cc1cccc(c1Cl)Cl)C
175.27,[M-H]-,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
178.87,[M-H]-,Fc1ccc(cc1)C(c1nccn1C)NS(=O)(=O)c1ccc(s1)C
142.8,[M+H]+,C1=CC=C2C(=C1)OCC(C3=NCCN3)O2
216.9425,[M-H]-,[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O
209.01,[M-H]-,O=C(c1ccc(cc1)NC(=O)C(C)(C)C)Cn1cnc2c1c(=O)n(C)c(=O)n2C
212.58,[M+Na]+,CCOc1ccc(cc1S(=O)(=O)Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C)Br
167.53,[M+Na]+,COc1cccc(c1)CCNC(=O)CCCc1ccccc1
200.71,[M+Na]+,CCNS(=O)(=O)c1ccc(cc1)C(=O)N1CC(C)OC(C1)C
211.81,[M-H]-,O=C(Nc1ccc(cc1)N1CCOCC1)COc1ccccc1C(=O)Nc1ccccc1
179.7,[M+H]+,O=C(N(Cc1ccc2c(c1)OCO2)C)Cn1c(=O)n(c2c1cccc2)C
144.55,[M+H]+,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
177.9,[M+H]+,O=C(NC1CCCCCCC1)NCCc1c[nH]c2c1cccc2
218.52,[M+H]+,O=C(c1ccc(cc1)n1cnc2c1cccc2)NC(c1ccccc1)CN1CCOCC1
201.92,[M-H]-,O=C(c1ccc2c(c1)OCCO2)COc1ncnc2c1c(cs2)c1ccccc1
178.8,[M-H]-,C#CC1(CCC2(C3(CCC4=CC(CCC4(C3(CCC21C)[H])[H])=O)[H])[H])O
204.12,[M+H]+,COc1ccc(cc1CN1CCN(CC1)S(=O)(=O)C1=Cc2c(CC1)cccc2)C
124.5,[M-H]-,CN1C2=C(C(=NC1=O)O)N=CN2
179.88,[M-H]-,COC(=O)C(NS(=O)(=O)c1ccc(cc1)C(=O)OC)CC(C)C
189.34,[M+H]+,O=C(c1cc(nn1c1ccccc1)C1CC1)Nc1ccc2c(c1)OCO2
198.52,[M+H]+,CCN1CCN(CC1)C(=O)c1cn(nc1c1ccccc1)Cc1ccccc1
195.4,[M+H]+,COC1=CC(=CC(=C1OC)OC)C2=COC3=CC(=C(C(=C3C2=O)OC)OC)OC
174.83,[M-H]-,CNC(=O)NC(=O)C(n1cnc2c1c(=O)n(C)c(=O)n2C)C
200.27,[M+H]+,CCCCN(c1c(=O)[nH]c(=O)n(c1N)CC(C)C)C(=O)c1ccc(cc1)OC(F)F
179.92,[M+H]+,Brc1ccc(cc1)OC(C(=O)N1CCc2c(C1)ccs2)C
190.39,[M-H]-,CC(C(=O)NC(C)(C)C)OC(=O)c1cc([nH]n1)c1ccc(cc1)Br
204.11,[M+Na]+,O=C(N(C1CCS(=O)(=O)C1)CC1CCCO1)C(c1ccccc1)Sc1ccccc1
189.76,[M+Na]+,CCOc1ccc(cc1CSc1nnc2n1cc(Cl)cc2Cl)C(=O)C
200.78,[M+H]+,Cc1cccc(c1)c1nnc(n1CC(=O)N1CCN(CC1)c1ccccc1O)S
190.25,[M+H]+,O=C(c1cc(Cl)c2c(c1)OCO2)N1CCC(CC1)c1nc2c(o1)cccc2
210.19,[M-H]-,C=CCN(C(=O)CSc1nnc(n1C1CC1)c1cccnc1)Cc1ccc(s1)Br
145.3,[M+H]+,C1=CC2=C(C=C1F)C=C(N2)C(=O)O
178.49,[M+H]+,CC(=O)c1ccc(cc1)NC(=O)c1ccccc1c1ccccc1
195.5603863,[M+Na]+,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
194.9,[M+H]+,CC1CC(C)CN(C1)C(=O)CSc1nnc(n1C1CC1)c1ccccc1F
167.8,[M+H]+,Brc1ccc(cc1)COC(=O)c1c(N)onc1C
193.82,[M+H]+,CCC1(NC(=O)N(C1=O)CC(=O)Nc1cccc(c1)C)c1ccc(cc1)Cl
203.28,[M-H]-,O=C(NC1(CCCC1)C(=O)N1CCN(CC1)c1nccs1)NCc1ccccc1
201.98,[M+H]+,Cc1ccc(c(c1)C)n1c(nnc1c1cccnc1)SC(C(=O)N(C)C)c1ccccc1
159.0,[M+Na]+,COC(=NN=C(C=1C=N(C2=CC=CC=C2N1=O)=O)[H])O
214.27,[M-H]-,CCc1ccc(cc1)C(=O)Nc1cc(ccc1N1CCOCC1)S(=O)(=O)N1CCOCC1
323.73,[M-H]-,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCCNC(=O)CCCCCCCCCCCCCCC
171.25,[M-H]-,c1ccc(cc1)n1c(nnc1c1cccs1)Sc1cnccn1
182.82,[M-H]-,O=C(CN1C(=O)NC2(C1=O)CCCCC2C)NCC1CCCCC1
204.1,[M-H]-,O=C(N1CCOCC1)CCCSc1nnc(n1c1ccccc1)Cc1cccs1
189.69,[M+H]+,Cc1cc(C)c(c(c1)C)S(=O)(=O)Nc1ccc(cc1)n1cccn1
199.05,[M+Na]+,O=C(N1CCCC1c1cccs1)c1cccc(c1)S(=O)(=O)N(c1ccccc1)C
197.98,[M-H]-,COc1cc(OC)cc(c1)C(=O)NCC(=O)N(Cc1cc(Br)ccc1OC)C
212.71,[M+Na]+,COc1ccccc1NC(=O)c1ccc(cc1)NC(=O)Cn1cc(Br)ccc1=O
168.55,[M+Na]+,C=CCc1cc(OC)ccc1OCCCCNC(C)C
129.322217,[M-H]-,C1CCN[C@@H](C1)C(=O)O
161.01,[M+H]+,O=C(c1cccc(c1Cl)Cl)NC1CCCCC1
195.31,[M+H]+,COCCN(C1=CCCCC1)C(=O)CSc1nnnn1c1ccc(cc1)O
174.96,[M+H]+,Fc1ccc(cc1)CS(=O)(=O)NCCc1nc2n(c1)cccc2
204.49,[M+H]+,O=C(Cn1cnc2c(c1=O)c(cs2)c1ccc(cc1)C)NC1CCN(C1)Cc1ccccc1
198.12,[M-H]-,O=C(N1CCN(CC1)Cc1nc2c(s1)cccc2)CCCOc1ccc(cc1)C(=O)C
193.1,[M-H]-,CC1CCCCN1C(=O)CN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1
214.97,[M-H]-,CN(CC(=O)N1CCC(Sc2c1cccc2)C)CC(=O)Nc1c(C)cc(cc1C)C
193.37,[M+H]+,O=C(c1ccccc1N(C(=O)c1cccs1)C)N1CCN(CC1)Cc1ccccc1
171.73,[M-H]-,Clc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCC2
194.08,[M-H]-,CC(N(C(=O)Cc1ccc2c(c1)CCC2)Cc1nnc(o1)c1ccccc1Cl)C
184.26,[M+H]+,C=CCc1c(C)c(C#N)c2n(c1NCc1cccnc1)c1ccccc1n2
188.88,[M+Na]+,CNC(=O)c1ccc(cc1)S(=O)(=O)NC1CCCC1
202.51,[M+H]+,O=C1N(CCCSc2nc3ccccc3c(=O)n2Cc2ccco2)C(=O)c2c1cccc2
210.46,[M+H]+,CCN(C(=O)CSc1nnc(c(n1)c1ccccc1)c1ccccc1)Cc1cccs1
208.51,[M+H]+,Cc1cc(C)cc(c1)n1nnnc1SCC(=O)N1CCCC1c1ccc2c(c1)OCCO2
219.72,[M+H]+,O=C(NC(c1ccc2c(c1)OCCO2)C)CSc1nnc(n1c1ccccc1)Cc1cccs1
174.74,[M+H]+,Oc1ccc(cc1)n1nnnc1SCCOc1ccccc1
190.81,[M+Na]+,O=C(N1CCN(CC1)C(=O)c1ccccc1)CCNC(=O)c1ccccc1C
188.49,[M-H]-,O=C(Nc1cccc(c1C)C)CN1C(=O)NC2(C1=O)CCCCCC2
176.16,[M-H]-,CN(Cc1cccc(c1)Cl)CC(=O)Nc1c(F)cccc1F
169.25,[M-H]-,Sc1nnc(n1c1ccc(c(c1)Cl)Cl)c1ccncc1
226.18,[M-H]-,O=C(c1cccc(c1)S(=O)(=O)NCC1CCCO1)N1CCC(CC1)c1nc2c(o1)cccc2
245.7,[M+H]+,CC(=CCCC1(C=CC2=C(O1)C(=C3C(=C2O)C(=O)C4=CCCC5C4(O3)[C@](OC5(C)C)(C/C=C(\C)/C(=O)O)C(=O)O)CC=C(C)C)C)C
