CCS,Adduct,SMILES
179.96,[M-H]-,CC(C(=O)C12CC3CC(C2)CC(C1)C3)Sc1scnn1
207.32,[M-H]-,O=C(C1CN(C(=O)C1)C1CC1)NC(c1ccc2c(c1)[nH]c(n2)C(F)(F)F)c1ccccc1
173.1,[M-H]-,CCCNC(=O)NC(=O)CSc1cc(Cl)ccc1Cl
188.19,[M+Na]+,O=C(N1CCSC1c1ccccc1F)CSc1nncn1c1ccccc1
205.22,[M+H]+,CCOc1ccc(cc1)N1CC(CC1=O)C(=O)N1CCC(CC1)C(=O)Nc1ccc2c(c1)OCO2
216.09,[M+H]+,O=C(N1CCN(CC1)S(=O)(=O)c1ccccc1F)CC1(CCCC1)CC(=O)N1CCOCC1
202.55,[M-H]-,O=S(=O)(c1ccccc1)NCc1cn(nc1c1ccccc1)Cc1ccccc1
189.17,[M+H]+,CCC1(NC(=O)N(C1=O)CC(=O)Nc1ccc(cc1)F)c1ccc(cc1)F
184.65,[M+H]+,CCCCCC(NC(=O)Cn1c2ccccc2n(c1=O)CC)C
217.43,[M-H]-,O=C(Cc1ccc2c(c1)CCCC2)OCc1nnc(o1)c1c(C)onc1c1ccccc1
215.3,[M+Na]+,COc1cc2c(cc1OC)CCN(C2c1ccccc1)C(=O)CSc1nn2c(n1)nc(cc2C)C
202.04,[M+H]+,Cc1scc(n1)COc1ccccc1C(=O)Nc1ccc(nc1)N1CCOCC1
186.3,[M+Na]+,O=C(NC(c1cccc2c1cccc2)C)CN1C(=O)NC(C1=O)(C)C1CC1
218.59,[M+H]+,CC1CC(C)CN(C1)C(=O)CN1CCN(CC1)C(=O)c1cc2c(s1)CCCCC2
163.35,[M+H]+,CC(=O)NCCNC(=O)c1ccc(cc1)C(C)C
203.54,[M+H]+,O=C(N(Cc1nnc2n1CCC2)C)CCC(=O)c1ccc(cc1)c1ccccc1
180.57,[M-H]-,CCc1nnc(s1)NC(=O)CCCc1c[nH]c2c1cccc2
205.19,[M+Na]+,O=C(NC(c1ccccc1)Cc1ccccc1)CSc1nnc(o1)c1cccnc1
188.44,[M+H]+,CCOc1cc(CCNC(=O)Cc2cn(c3c2cccc3)C)ccc1OCC
177.53,[M-H]-,COc1cccc(c1)n1cnnc1SCc1nc2ccsc2c(=O)[nH]1
200.34,[M-H]-,CCOc1ccccc1NC(=O)COC(=O)Cc1ccc(cc1)c1ccccc1
208.49,[M-H]-,O=C(N(Cc1c(C)nn(c1C)c1ccccc1)C)c1ccc(cc1)S(=O)(=O)Nc1ccccc1
175.51,[M+H]+,O=C(NCC1COc2c(O1)cccc2)CCCOc1ccccc1
173.9,[M-H]-,O=C(Nc1ccc(cc1)N(C)C)COc1ccc(cc1)F
184.69,[M+H]+,O=C(Nc1ccc(cn1)Cl)COC(=O)c1cccc(c1)N(C)C
223.01,[M+Na]+,COc1ccc(cc1)n1c(SCC(=O)N(c2cccc3c2cccc3)CC)nnc1c1ccncc1
149.1,[M+H]+,CN=C(O)OC1=CC=CC2=C1OC(C)(C)C2O
199.14,[M+H]+,COc1ccc(cc1)c1nc(sc1C)NC(=O)C1CC(=O)N(C1)Cc1ccco1
191.53,[M+H]+,c1ccc(cc1)n1nnnc1Sc1nnc(n1c1ccccc1)c1cccs1
184.83,[M-H]-,CCC1(CC)CC(=O)N(C1=O)CC(CN1C(=O)c2c(C1=O)cccc2)O
178.79,[M-H]-,CC(C(=O)Nc1ccc(cc1)Br)NC1CCCCCC1
181.41,[M-H]-,COc1cccc(c1)NC(=O)CC12CC3CC(C2)CC(C1)C3
187.56,[M+Na]+,O=C(CCC(=O)c1ccc2c(c1)OCCCO2)NCc1ccccc1
196.23,[M+H]+,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC
216.39,[M+H]+,O=C(N1CCN(CC1)S(=O)(=O)C=Cc1ccccc1)CSc1nccn1Cc1ccccc1
217.35,[M-H]-,O=C(N(c1sc2c(n1)CCCC2)Cc1ccccc1)Cn1nnc(n1)c1ccccc1
140.63,[M-H]-,O=C(NC1CCCC(C1C)C)COC(=O)c1ccc(cc1)C
156.8,[M+H]+,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O
219.21,[M+H]+,CCn1c(SCC(=O)Nc2ccc(cc2)c2ccccc2)nnc1CN1CCCCCC1=O
183.34,[M+H]+,C=CCn1c2nnc(n2c2c(c1=O)cccc2)SCc1ccc(cc1)Cl
218.47,[M-H]-,O=C(N1CCC(CC1)C(=O)N1CCCCCC1)Cc1ccc(cc1)S(=O)(=O)N1CCCCC1
139.6,[M+H]+,C1=CC(=C(C=C1C(=O)O)N)[O-]
187.98,[M-H]-,COc1cc(C)ccc1OCc1cccc(c1)S(=O)(=O)N(C)C
219.63,[M-H]-,O=C(NC(c1ccc2c(c1)OCO2)C)CSc1nnc(n1c1ccccc1)Cc1cccs1
178.66,[M-H]-,O=C(Nc1ccccc1c1ccccc1)CN1C(=O)NC(C1=O)(C)C
191.04,[M-H]-,CCCCOCCCNC(=O)CNC(=O)c1ccccc1Br
195.35,[M+Na]+,O=C(c1cccnc1Oc1ccccc1)Nc1ccnn1Cc1ccccc1
198.62,[M+Na]+,COc1cc(OC)cc(c1C1=CCN(CC1)S(=O)(=O)c1ccccc1)OC
263.85,[M-H]-,[C@](COP(=O)(O)O)([H])(OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O
141.8533405,[M+Na]+,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O
194.03,[M+H]+,CC(c1ccc(cc1)c1noc(n1)CN1CCCC1c1cccs1)C
226.89,[M-H]-,Clc1cccc(c1)Cn1c(CN(Cc2ccccc2)Cc2ccccc2)nc2c1c(=O)n(c(=O)n2C)C
212.85,[M+H]+,O=C(c1cc(ccc1Br)S(=O)(=O)NC1CC1)NCC1(CCCCC1)N1CCCCC1
165.28,[M+H]+,CC1CC(C)CN(C1)C(=O)c1ccc(nc1)C(F)(F)F
281.2,[M+H]+,[H][C@@](O)(CCCCCCCCCCC)[C@]([H])(CO[C@@H]1O[C@H](CO)[C@@H](O)C(O)C1O)NC(=O)CCCCCCCCC\C=C/CCCCCCCC
201.4,[M+H]+,CCOc1cc(NC(=O)c2ccccc2)c(cc1NC(=O)Cn1ccccc1=O)OCC
199.01,[M+H]+,O=C(C1CCCN1S(=O)(=O)c1ccccc1F)Nc1scc(n1)c1ccccc1
192.73,[M+Na]+,CC(NC(=O)C1CCCN1S(=O)(=O)c1ccccc1)Cc1cccc(c1)Cl
182.92,[M+Na]+,OCc1nc2c(n1CC(=O)NCc1ccc(cc1Cl)Cl)cccc2
192.45,[M+H]+,CC(C(=O)Nc1sc2c(c1C(=O)N)CCC2)OC(=O)c1ccncc1
222.97,[M+H]+,O=C(N1C(COc2c1cccc2)c1ccccc1)CN1CCN(CC1)S(=O)(=O)Cc1ccccc1
176.921727,[M-H]-,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
168.34,[M+H]+,Cc1ccc(cc1)NC=C1c2ccccc2N(C1=O)C
195.65,[M+Na]+,COc1ccc(cc1NC(=O)COC(=O)C1CN(C(=O)C1)c1ccc(cc1)C)C
284.44,[M+H]+,C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O
176.36,[M+H]+,Fc1ccc2c(c1)cc([nH]2)C(=O)N1CCN(CC1)S(=O)(=O)N(C)C
212.15,[M+Na]+,C=CCN(C(=O)C1CCCO1)c1scc(n1)c1ccc(cc1)S(=O)(=O)C
171.97,[M+H]+,COc1ccc(cc1NC(=O)CN1CCCCC1C)OC
205.03,[M+Na]+,COc1ccc(cc1c1ccccc1)C(=O)C=Cc1cnn(c1)C
190.96,[M+Na]+,CCN(S(=O)(=O)c1ccc(cc1)CNC(=O)c1ccccc1Br)CC
160.2,[M-H]-,C1=CC(=C(C(=C1)O)O)C2=C(C(C=3C=C(C=CC3O2)O)=O)O
240.74,[M+H]+,[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O
160.71,[M-H]-,O=C(Nc1ccccn1)CNC(=O)c1ccccc1
212.88,[M+H]+,O=C(c1cccc(c1)S(=O)(=O)N1CCCCC1)N1CCCC(C1)c1nc2c(s1)cccc2
177.5,[M+Na]+,NC(=O)c1c(sc2c1CCC2)NC(=O)c1sccc1C
166.425,[M+H]+,BrC1=C(C=C(C(Cl)=C1)OP(OCC)(OCC)=S)Cl
176.4,[M+Na]+,C=CCOc1ccc(cc1)CN(C(=O)Cc1c[nH]c2c1cccc2)C
195.37,[M+H]+,FC(Oc1cccc(c1)C(=O)NCc1ccc(cc1)CN1CCOCC1)F
204.3,[M-H]-,O=C(NC1(C)CCS(=O)(=O)C1)CSc1nnc(n1Cc1ccccc1)C1CC1
201.53,[M-H]-,CCOC(=O)C=c1sc(=Cc2ccccc2OC)c(=O)n1CC(=O)N1CCOCC1
201.41,[M+H]+,O=C(NC(c1ccccc1)C)COc1ccc(cc1)NC(=O)c1ccccc1Br
188.12,[M+Na]+,CCC(NC(=O)CN1C(=O)NC2(C1=O)CCC(CC2)C)CC
189.02,[M+Na]+,COc1cc(SC)ccc1C(=O)N1CCN(CC1)c1ncccn1
201.07,[M-H]-,COc1ccccc1C(=O)CSc1nnc(n1Cc1ccccc1)c1cccnc1
203.08,[M+Na]+,CCCN(C(=O)c1ccc(cc1)n1nc(cc1C)C)Cc1nnc(o1)c1ccco1
188.99,[M+H]+,O=C(CSc1cc(C)c2c(n1)cccc2)NCCCn1nc(cc1C)C
193.17,[M-H]-,CCOc1cc(ccc1OCC)C(=O)NCCc1ccc(cc1)Cl
213.76,[M+H]+,O=C(N1CCCC1c1ccc2c(c1)OCCCO2)CSc1nnc(o1)c1ccccc1C
161.81,[M+H]+,c1ccn2c(c1)nnc2Sc1ncnc2c1scc2
222.42,[M+H]+,Clc1ccc(cc1)C1=NN(C(C1)c1ccco1)C(=O)CN1CCN(CC1)C(=O)C1CCCO1
179.55,[M+H]+,Fc1ccc(cc1)C1=CCN(CC1)C(=O)c1n[nH]c2c1cccc2
191.12,[M+Na]+,Cc1ccc(c(c1)S(=O)(=O)N(C(c1ccc(cc1)S(=O)(=O)C)C)C)C
221.42,[M-H]-,O=C(c1cccc(c1)S(=O)(=O)N1CCOCC1)NCc1c(C)nn(c1C)Cc1ccccc1
285.1,[M+Na]+,CC1(C(=C(C(=C(C)C(=NC=2C(=C(NN3CCN(C)CC3)[H])C(C4=C(C(=C(C)C5=C4C(C(C)(OC(=C(C(C(C)(C(C(C)(C(C(C)(C1(O)[H])[H])(O)[H])[H])(OC(C)=O)[H])[H])(OC)[H])[H])[H])O5)=O)O)C2O)=O)O)[H])[H])[H])[H]
216.75,[M-H]-,Cc1nc(SCC(=O)N(C(C)C)Cc2nnc(o2)c2ccccc2Cl)nc(c1)c1ccccc1
200.11,[M-H]-,O=C(c1ccccc1c1ccc(cc1)C(F)(F)F)NCc1cccnc1N(C)C
202.88,[M+H]+,Clc1ccc(cc1)S(=O)(=O)NC1CCCCC1Sc1nnnn1c1ccccc1
204.54,[M+Na]+,O=C(Cc1csc(n1)c1ccccn1)NCc1ccccc1CS(=O)(=O)N1CCOCC1
215.05,[M+Na]+,COc1ccc(cc1)c1nn(c(=S)n1CC1CCCO1)CN1CCc2c(C1)cccc2
170.86,[M-H]-,O=C(Cc1cscc1)Nc1ccc(cc1)S(=O)(=O)C
214.71,[M-H]-,O=C(N1CCC(=N1)c1ccccc1)CSc1nnc(o1)C1COc2c(O1)cccc2
183.02,[M+H]+,C=CCn1c2nnc(n2c2c(c1=O)cccc2)SCc1ccc(c(c1)F)OC
200.06,[M+Na]+,O=C(Nc1ccc(cc1)c1ccccc1)CCNC1=NS(=O)(=O)c2c1cccc2
200.62,[M+Na]+,COc1ccccc1OCc1ccc(o1)C(=O)N(C1CC1)Cc1ccc(cc1)F
199.78,[M+H]+,Cc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)C1CCCN1C(=O)c1cccs1
182.87,[M-H]-,COc1ccc(cc1)CC(=O)Nc1ccccc1Cc1ccccc1
184.12,[M-H]-,O=C(c1cc(ccc1C)S(=O)(=O)C)Nc1ccc(cc1)OC(F)(F)F
199.59,[M-H]-,O=C(N1CCc2c(C1)c1ccccc1[nH]2)C(NC(=O)c1ccc(cc1)C(C)(C)C)C
172.6,[M-H]-,CC1CCCN(C1)S(=O)(=O)N1CCCC(C1)NS(=O)(=O)C
207.37,[M+H]+,O=C(CN1C(=O)NC2(C1=O)CC(C)CC(C2)(C)C)NCCC(=O)N1CCCC1
209.27,[M+Na]+,COC(=O)c1ccc(cc1)NC(=O)COC(=O)c1ccccc1c1ccc(cc1)C(F)(F)F
195.14,[M-H]-,O=C(Nc1ccccc1Cc1ccccc1)CCN1C(=O)NC2(C1=O)CCCC2
197.95,[M+H]+,C=CCN(C(=O)C1CCCO1)c1scc(n1)c1ccc(cc1)S(=O)(=O)C
212.5,[M-H]-,O=C(C1CN(C(=O)C1)c1ccccc1F)N1CCN(CC1)C(=O)Nc1ccccc1
182.78,[M+Na]+,N#CC(C(C)C)(NC(=O)CNc1ccccc1c1ccccc1)C
193.79,[M+H]+,CC(CNC(=O)NC(=O)CN1C(=O)NC(C1=O)(C)c1ccc(cc1)Cl)C
189.1,[M+H]+,O=C(N1CCN(CC1)c1ccccn1)C1CCN(CC1)S(=O)(=O)c1ccccc1
307.1,[M+H]+,[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(COP(=O)(O)O[C@@H]1C(O)[C@H](O)C(O)C(O)C1O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O
176.61,[M+H]+,CCCCc1noc(n1)Cn1nc(oc1=O)c1ccc(cc1)F
195.89,[M+H]+,COc1cc2CN(CCc2cc1OC)C(=O)CCNC(=O)c1cscc1
169.7,[M+Na]+,Cc1ccc(cc1)Oc1ccccc1NC(=O)C1CC1
192.68,[M+Na]+,COc1ccc(cc1N1CCn2c1nc1c2c(=O)n(c(=O)n1C)C)OC
212.53,[M+Na]+,O=C1CCc2c(N1)ccc(c2)S(=O)(=O)N(c1ccc2c(c1)OCCO2)Cc1cccs1
186.7,[M+H]+,O=C(Nc1ccccc1C(=O)C)CSc1nc2ccsc2c(=O)n1C
205.93,[M+H]+,C=CCn1c(SCC(=O)Nc2ccccc2Cc2ccccc2)nnc1c1ccncc1
217.39,[M+H]+,CN(C(=O)CCN1C(=O)NC(C1=O)(C)C)Cc1cn(nc1c1ccccc1)Cc1ccccc1Cl
208.97,[M+H]+,CCCN(C(=O)CSc1nnc(n1C1CC1)c1cccnc1)Cc1nnc(o1)c1cccs1
191.67,[M-H]-,COc1cc(cc(c1Br)OC)C(=O)NCC(=O)NC(C)(C)C
171.24,[M-H]-,CCCC(NC(=O)CSc1nn2c(n1)nc(cc2C)C)C
187.58,[M+H]+,O=C1OCCC1Sc1nnc(n1c1ccccc1)COc1ccccc1F
187.93,[M+H]+,COc1ccc(cc1)c1noc(n1)CSc1nnnn1C1CCCC1
177.84,[M+H]+,O=C(NC1CCCC1)COC(=O)c1cc(Br)ccc1Cl
185.87,[M+Na]+,O=C(c1ccccc1)N1CCN(CC1)C(=O)c1ccccc1c1ccccc1
193.82,[M+H]+,O=C(N1CCOCC1)C1CCCN(C1)S(=O)(=O)c1ccccc1c1ccccc1
200.98,[M+H]+,CCN(C(=O)c1cc(nc2c1cccc2)c1ccccc1)CCC(=O)Nc1ccc(cc1)C(=O)N
153.0,[M+H]+,CC(C(=O)c1ccccc1)Sc1nnnn1C
224.6,[M+H]+,C=CCn1c(SCC(=O)N(C(C)C)Cc2ccccc2)nnc1COc1ccccc1c1ccccc1
187.15,[M-H]-,O=C(CN1CCN(CC1)c1ccccn1)NCc1ccc(cc1)F
179.73,[M-H]-,O=C(c1cccc(c1)n1cnnn1)Nc1ccccc1c1ccccc1
203.4,[M+H]+,NC(=O)CCc1nnc(n1Cc1ccco1)SCc1coc(n1)c1ccc(cc1)C
188.01,[M-H]-,NC(=O)NCc1ccc(cc1)C(=O)Nc1ccc2c(c1)CCC2
197.78,[M-H]-,O=S1(=O)CCC(C1)Nc1nc(nc2c1c(cs2)c1ccccc1)c1cccnc1
178.86,[M+H]+,N#Cc1c(NC(=O)CN(Cc2ccco2)C)sc2c1CCC2
209.99,[M+Na]+,O=C1N(Cc2ccccc2)C(C(=O)N1CN1CCN(CC1)Cc1ccsc1)c1cccs1
197.4,[M+H]+,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N
191.02,[M+Na]+,Clc1ccc(c(c1)C(=O)NCc1ccccc1CN1CCCC1=O)F
202.88,[M+H]+,O=C1CC(C)N(c2c(N1)cccc2)C(=O)CN1CCCC1c1ccc2c(c1)OCCCO2
185.32,[M+H]+,O=C(Nc1scc(n1)c1ccccn1)COCc1nc2c(s1)cccc2
225.42,[M-H]-,COc1ccc(cc1OC)c1nn(cc1C(=O)OCc1cc(=O)n(c(=O)n1C)C)Cc1ccccc1
161.9,[M+H]+,N#CC(Sc1nnc(n1C)c1ccc(cc1)Cl)C
170.48,[M+Na]+,CCN(CCNC(=O)c1ccc2c(c1)OCO2)CC
199.1,[M+Na]+,O=C(c1ccccc1SCc1cccs1)NCc1ccccc1CN1CCOCC1
213.37,[M+Na]+,Clc1ccc(cc1)Cc1cnc(s1)NC(=O)c1ccccc1OCc1noc(n1)C
183.88,[M-H]-,O=C(Cn1cnc2c1c(=O)n(C)c(=O)n2C)Nc1ccc(c(c1)F)C
161.17,[M+H]+,CC(CN1C(=O)NC(C1=O)(C)c1ccccc1Cl)C
216.16,[M+H]+,O=C(N1CCc2c(C1c1cccs1)ccs2)CN1CCC(CC1)C(=O)N1CCCCC1
183.0,[M+Na]+,COCCn1nc(ccc1=O)C(=O)NC1CCC(CC1)C
273.4,[M-H]-,[H][C@@](COC(=O)CCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C=C/CC\C=C/C\C=C/CC
170.67,[M-H]-,O=C(c1ccccn1)OCC(=O)c1c(C)[nH]c2c1cccc2
173.06,[M+H]+,CC(NC(=O)CN1C(=O)NC(C1=O)(C)c1ccccc1Cl)C
213.35,[M-H]-,CCCN(C(=O)CSc1nnc(n1c1ccccc1)C1CC1)Cc1nnc(o1)c1cccs1
208.64,[M-H]-,O=C(C(c1ccccc1)Sc1nnnn1c1c(C)n(n(c1=O)c1ccccc1)C)N1CCCCC1
202.76,[M+H]+,COc1cc(CNC(=O)CNC(c2ccccc2)c2ccccc2)ccc1OC
170.3,[M+H]+,O=C(CC1C=CCC1)NCc1cn2c(n1)ccc(c2)Cl
180.4,[M+H]+,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O
167.27,[M-H]-,O=C(Cn1c(=O)cnc2c1cccc2)NCc1ccccc1
196.12,[M+Na]+,O=C(NCc1cccc(c1)COCc1ccco1)NCc1cccc(c1)COCc1ccco1
192.78,[M-H]-,COc1ccc(c(c1)C(=O)Nc1ccc(cc1)N1CCOCC1)Br
172.6,[M+H]+,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O
153.78,[M+H]+,COC(=O)CCNC1CCCCCCC1
154.3,[M+H]+,C1=CC=C2C(=C1)CC(C3=CC=CC=C3N2C(=N)O)=O
184.11,[M+Na]+,CC(NC(=O)C(OC(=O)c1cn(c2c1cccc2)C)C)C
182.46,[M-H]-,CCOc1ccc(cc1)Oc1ccccc1NC(=O)C1CCOCC1
187.09,[M+Na]+,CCCN(C(=O)COC(=O)c1n[nH]c2c1cccc2)CC1CC1
188.32,[M+Na]+,COCC(NC(=O)c1oc2c(c1C)ccc1c2cccc1)C
165.13,[M+H]+,COc1ccccc1CNC(=O)c1cc(C)ccc1O
292.9,[M+Na]+,C(O[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)C(O)C2O)[C@H](O)C(O)C1O)[C@]([H])(OC(CC=CCC=CCC=CCC=CCCCC)=O)COC(CC=CCC=CCC=CCC=CCC=CC)=O
173.04,[M+Na]+,O=C(Cn1cnc2c1c(=O)n(C)c(=O)n2C)NC1CC1
189.23,[M-H]-,NC(=O)Cn1c(SCCOc2ccc(cc2)F)nnc1C1CC1
162.09,[M+Na]+,Cc1ccc(cc1)CNC(=O)c1cccnc1S
217.93,[M-H]-,O=C1NCCN(C1c1c(C)nn(c1C)c1ccccc1)C(=O)c1cc2c(o1)cccc2
159.36,[M-H]-,O=C(NC(c1ccccc1Cl)C)Cn1cnnn1
214.02,[M+Na]+,O=C(CSc1nnc(n1Cc1ccco1)c1ccc(cc1)C(C)(C)C)NCc1ccco1
199.0,[M-H]-,O=C(Nc1ccccc1C(=O)NC1CCCC1)CN1CCCC1c1cccs1
203.4,[M+H]+,C1CCN=C(C(=C(C23CCC(CC2(OC=4C=CC(C(=C(C(=NCCCNC1)O)[H])[H])=CC43)[H])=O)[H])[H])O
162.52,[M+H]+,O=C1c2ccccc2C2N1c1cccc3c1c(N2)ccc3
216.7,[M+Na]+,O=C(C(c1ccccc1)Sc1nc2ccccc2c(=O)n1c1ccccc1C)N1CCCCC1
177.71,[M+H]+,Oc1ccc(cc1)N1CCN(CC1)C(C(=O)N1CCCC1)C
195.99,[M+H]+,COc1cccc(c1)CNC(=O)c1ccc(cc1)CN1C(=O)CCC1=O
191.94,[M+Na]+,O=C(N1CCC(CC1)n1c(=O)[nH]c2c1cccc2)COc1ccccc1C
181.06,[M-H]-,S=C1NC(=C(C(N1)c1cc(C)ccc1C)C(=O)N1CCOCC1)C
175.23,[M+H]+,COc1ccc(c(c1)C(=O)Nc1cccc(c1)C(=O)OC)Br
182.13,[M-H]-,COc1cccc(c1OC(F)F)C1NS(=O)(=O)N=C2N1CCCCC2
199.3,[M+Na]+,CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F
186.72,[M+Na]+,O=C(NC1CCS(=O)(=O)C1)CCc1c(C)nc2n(c1C)nc1c2cccc1
313.2,[M+Na]+,C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CC=CCC=CCC=CCC=CCCCCCCCCCC)=O)COC(CC=CCC=CCC=CCC=CCCCCCCCCCC)=O)(=O)O
166.69,[M-H]-,CN(S(=O)(=O)c1ccc(cc1)C(=O)N1CCOCC1)C
163.66,[M-H]-,CC(c1cc(F)c(cc1Cl)Cl)NC(=O)c1cocc1
212.2,[M-H]-,Cc1cc(C)n2c(n1)nnc2SCC(=O)c1cc(n(c1C)Cc1ccc2c(c1)OCO2)C
205.01,[M+Na]+,OC(CN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1)COc1ccccc1F
212.15,[M+H]+,O=C(c1cc2c(s1)n(nc2C)c1ccccc1)N1CCN(CC1)CC1CCCO1
185.14,[M-H]-,CCN(S(=O)(=O)c1ccc(cc1)S(=O)(=O)NC1CC1)c1ccccc1
178.14,[M+H]+,Cc1[nH]nc(c1S(=O)(=O)Nc1ccc(cc1)OCC(F)(F)F)C
191.49,[M+Na]+,OC(CN1C(=O)C2C(C1=O)CCCC2)COc1cccc2c1cccc2
191.39,[M+H]+,CCC(C(=O)OC)Sc1nnc(n1C1CCCCC1)Cc1cccs1
199.71,[M+H]+,O=C(N1CCCC1)COc1ccccc1C1Nc2ccccc2C(=O)N1c1ccccc1
176.34,[M+H]+,OC1CCC(CC1)NC(=O)CN1C(=O)c2c(C1=O)cccc2
201.28,[M+H]+,O=C(N(C1CCCC1)Cc1ccc2c(c1)OCO2)C1CCN(CC1)c1nc2c(o1)cccc2
198.74,[M+Na]+,CCCCN(c1c(=O)[nH]c(=O)n(c1N)CCCC)C(=O)NC(C)(C)C
164.54,[M-H]-,CN1C(=O)C(CC(=O)N2CCCCCC2)C(=O)N(C1=O)C
200.67,[M+Na]+,Oc1ccccc1C1CC(=NN1C(=O)C(C)(C)C)c1ccccc1NS(=O)(=O)C
164.67,[M+H]+,COC(=O)c1ccoc1COC(=O)c1ccc2c(n1)cccc2
190.66,[M+H]+,Clc1cccc(c1)OCCOC(=O)c1ccc(cc1)S(=O)(=O)C(F)F
211.5,[M+Na]+,COc1ccc(cc1)Cn1nnnc1SCC(=O)N(C(c1ccccc1)c1ccccc1)C
165.68,[M+H]+,CC(Cn1c(nnc1c1ccco1)SC(C(=O)N)C)C
187.21,[M+Na]+,COC(=O)C(c1ccccc1)OC(=O)c1c(NC(=O)C)sc(c1C)C
205.24,[M+Na]+,Fc1ccc(cc1)OCc1nnc(o1)SC(C(=O)N1CCCCC1)c1ccccc1
203.43,[M+Na]+,COC(=O)CNC(=O)N1CCN(CC1)S(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
187.65,[M-H]-,CCN(C(=O)c1ccc(cc1)C1SCCS1)Cc1ccc2c(c1)OCO2
192.49,[M+Na]+,O=C(c1noc(c1)c1ccco1)N1CCN(CC1)c1nnnn1c1ccccc1
188.39,[M+Na]+,O=C(C1CCCCC1)N[C@H](c1nc2c([nH]1)cccc2)C(C)C
197.85,[M+H]+,Brc1ccccc1c1nnc(o1)CN1CCc2c(C1c1cccs1)ccs2
166.66,[M+Na]+,O=C(Cc1c[nH]c2c1cccc2)NCCc1ccc(cc1)Cl
216.57,[M+Na]+,COc1cccc(c1)N1C(NC(=O)C)C(=C(C1=O)c1ccccc1)c1nc2c(s1)cccc2
158.93,[M+H]+,N#CCCN(c1nc(nc2c1cccc2)C(F)(F)F)C
206.26,[M-H]-,CCN(S(=O)(=O)c1ccc(cc1)C(=O)NCc1ccc(cc1)C)CC
212.18,[M-H]-,CC(NC(=O)CN1CCN(CC1)S(=O)(=O)c1ccccc1c1ccccc1)C
195.5,[M+H]+,CC1(C=2C=CC=C(C2C(C=3C1(CC4(C(C(=C(C(C4(C3O)O)=O)C(=N)O)O)(N(C)C)[H])[H])[H])=O)O)O
117.8,[M+H]+,C1=CN=CC=C1N
207.75,[M+H]+,O=C(N1CCCCCC1)C1CCN(CC1)C(=O)c1cccc(c1)Oc1ccccc1
209.15,[M+H]+,Cc1nc(sc1C(=O)N1CCN(CC1)Cc1nc2c(s1)cccc2)c1ccccc1
191.49,[M+H]+,O=C(N1CCCC1)CN1CCN(CC1)C(=O)c1ccc2c(c1)OCO2
169.72,[M+H]+,CCCCNC(=O)c1cc(OC)c(c(c1)OC)Br
209.85,[M-H]-,O=C(N1C(C)Cc2c1cccc2)CSc1nnc(n1Cc1ccco1)c1cccnc1
200.96,[M+Na]+,O=C(N(C1CC1)Cc1nnc(o1)c1ccccc1Cl)CSc1cccc2c1c(Cl)ccc2
191.56,[M+H]+,COCCN(S(=O)(=O)c1ccc2c(c1)CCC(=O)N2)Cc1cccs1
171.54,[M+H]+,COc1cccc2c1nc(s2)NC(=O)c1ccccc1Br
164.44,[M+H]+,O=C(Nc1ccccc1)CNc1ccc(cc1C)C
200.19,[M+Na]+,O=C(C(Cc1ccccc1)NC(=O)OCc1ccccc1)N1CCN(CC1)CC(F)(F)F
196.74,[M+H]+,Brc1ccc2c(c1)c(=O)n(c(n2)SCCN1CCOCC1)c1ccccc1
173.63,[M+H]+,Fc1ccc(cc1)N1CCN(CC1)S(=O)(=O)c1ccccc1Cl
